Date,time0_1,time1_2,time2_3,time3_4,time4_5,time5_6,time6_7,time7_8,time8_9,time9_10,time10_11,time11_12,time12_13,time13_14,time14_15,time14_16
,05:00～05:59,08:00～08:59,09:00～09:59,10:00～10:59,11:00～11:59,12:00～12:59,13:00～13:59,14:00～14:59,15:00～15:59,16:00～16:59,17:00～17:59,18:00～18:59,19:00～19:59,20:00～20:59,21:00～21:59,22:00～22:59
2018/11/8,0,30,40,42,56,84,52,44,46,70,40,44,66,72,20,0
2018/11/9,0,16,40,52,64,74,40,54,26,54,64,56,60,34,56,0
2018/11/10,0,18,64,84,94,110,102,90,110,122,76,80,38,44,16,0
2018/11/11,0,12,68,66,94,118,94,110,92,118,108,62,34,22,28,0
2018/11/12,0,36,54,56,48,88,56,66,42,60,64,52,54,38,32,0
2018/11/13,0,14,48,62,74,68,68,32,64,68,90,68,48,54,18,0
2018/11/14,0,28,36,80,76,72,92,78,54,84,86,90,54,48,20,0
2018/11/15,0,40,30,56,88,84,52,74,60,42,72,38,44,66,32,0
2018/11/16,0,20,54,52,62,70,72,64,72,68,96,98,68,50,30,0
2018/11/17,0,38,92,78,86,138,120,82,98,124,102,82,86,42,26,0
2018/11/18,0,38,44,56,106,98,126,82,144,138,98,82,64,34,16,0
2018/11/19,0,30,42,48,62,62,68,48,58,42,62,80,42,70,20,0
2018/11/20,0,30,36,48,82,90,60,70,62,50,90,78,60,56,24,0
2018/11/21,0,34,40,66,90,76,64,70,52,76,64,52,88,46,22,0
2018/11/22,0,32,44,30,48,76,64,42,66,68,84,92,70,50,32,0
2018/11/23,0,28,48,84,86,132,110,96,114,100,78,82,62,46,36,4
2018/11/24,0,30,68,94,72,98,98,108,102,110,120,88,46,26,30,0
2018/11/25,0,32,54,66,78,96,118,120,114,114,72,76,28,62,26,4
2018/11/26,0,10,30,52,74,82,68,64,36,68,88,64,62,58,10,0
2018/11/27,0,20,32,52,68,78,78,48,72,66,72,64,68,38,16,0
2018/11/28,0,30,22,54,64,78,70,68,66,70,76,66,56,54,20,0
2018/11/29,0,20,44,54,72,50,54,74,54,60,66,44,60,32,24,0
2018/11/30,0,18,34,52,60,92,74,76,56,66,64,78,78,64,36,0
2018/12/1,0,32,56,60,102,120,86,88,100,106,94,72,54,52,30,0
2018/12/2,0,28,44,66,72,92,144,98,102,108,88,66,38,46,28,2
2018/12/3,0,22,34,46,90,68,78,92,48,64,74,50,50,58,20,0
2018/12/4,0,22,36,48,68,78,82,72,80,84,72,68,62,52,28,0
2018/12/5,0,12,46,50,76,86,90,72,68,64,74,76,50,40,20,0
2018/12/6,0,18,46,38,42,70,48,56,68,46,62,54,48,58,8,0
2018/12/7,0,20,44,70,70,80,68,80,60,66,84,70,58,50,48,0
2018/12/8,0,40,70,72,106,134,106,112,124,142,106,86,82,54,12,0
2018/12/9,0,34,48,86,88,94,130,120,144,124,66,80,28,44,0,0
2018/12/10,0,18,28,30,68,76,64,74,50,56,68,60,60,54,30,0
2018/12/11,0,18,26,50,50,60,74,58,52,40,38,36,40,50,12,0
2018/12/12,0,16,18,44,60,74,60,66,52,78,64,74,44,56,26,0
2018/12/13,0,18,54,42,64,84,58,52,54,50,50,50,64,70,18,0
2018/12/14,0,18,36,64,56,70,74,62,56,74,60,52,56,42,18,0
2018/12/15,0,44,46,58,94,92,96,108,90,102,120,64,76,38,28,0
2018/12/16,0,22,48,66,78,98,104,110,90,124,84,56,50,50,24,0
2018/12/17,0,24,36,42,74,78,48,58,64,82,76,86,60,66,26,0
2018/12/18,0,22,26,54,68,88,44,80,56,72,50,56,64,50,12,0
2018/12/19,0,28,36,40,60,84,68,58,70,56,72,76,38,40,10,0
2018/12/20,0,24,36,52,58,88,64,54,64,60,58,54,60,38,20,0
2018/12/21,0,18,38,36,78,90,72,62,96,102,92,68,40,66,18,0
2018/12/22,0,30,78,96,104,116,104,94,80,82,80,60,54,38,34,0
2018/12/23,0,34,64,54,118,100,98,78,82,126,94,72,56,62,30,0
2018/12/24,0,32,36,50,128,120,118,140,112,146,114,78,60,44,16,2
2018/12/25,0,22,36,44,58,68,90,62,74,68,108,50,52,64,28,0
2018/12/26,0,16,42,42,62,86,54,56,64,70,76,66,48,36,10,0
2018/12/27,0,20,52,38,72,96,66,72,74,64,56,74,52,40,16,0
2018/12/28,0,28,40,34,82,76,86,70,64,80,50,56,38,54,22,0
2018/12/29,0,20,38,42,84,112,80,94,108,90,62,54,32,68,18,0
2018/12/30,0,18,34,40,78,102,66,92,114,120,84,84,52,36,0,0
2018/12/31,0,22,46,68,108,112,106,96,106,40,2,0,0,0,0,0
2019/1/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/1/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/1/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/1/4,0,12,62,54,94,92,96,106,86,118,26,0,0,0,0,0
2019/1/5,0,16,66,76,84,88,90,120,106,94,82,78,48,38,22,0
2019/1/6,0,8,42,68,86,100,110,116,84,142,110,56,32,38,12,2
2019/1/7,0,14,28,52,64,74,60,54,60,50,86,56,78,42,14,0
2019/1/8,0,30,18,40,58,78,60,74,56,68,66,64,76,42,4,0
2019/1/9,0,18,36,34,68,68,62,66,50,64,42,64,54,42,20,0
2019/1/10,0,8,38,40,68,66,64,48,70,66,58,50,42,58,24,0
2019/1/11,0,20,26,42,72,70,66,62,60,62,74,80,72,52,20,0
2019/1/12,0,18,40,70,86,84,110,80,76,104,82,50,56,40,18,0
2019/1/13,0,14,44,44,74,84,102,100,104,112,110,64,66,46,32,0
2019/1/14,0,20,42,50,86,96,138,122,122,148,88,80,40,22,30,0
2019/1/15,0,16,30,52,60,74,70,46,60,70,60,60,44,64,18,0
2019/1/16,0,10,26,46,78,82,70,54,56,58,46,66,56,88,12,0
2019/1/17,0,20,44,36,74,84,68,62,74,86,86,76,54,46,18,0
2019/1/18,0,16,44,44,52,54,50,52,62,70,70,70,80,72,18,0
2019/1/19,0,32,52,82,82,106,94,88,112,94,100,88,60,44,42,0
2019/1/20,0,28,66,60,86,116,96,120,152,110,88,56,46,40,6,0
2019/1/21,0,14,38,36,66,82,60,70,50,74,58,54,66,62,18,0
2019/1/22,0,14,30,50,48,82,74,74,50,72,66,62,66,48,24,0
2019/1/23,0,18,44,34,76,110,54,70,74,68,64,96,42,28,16,0
2019/1/24,0,2,12,46,38,42,76,72,46,62,44,32,76,58,64,16
2019/1/25,0,6,38,38,60,74,82,72,72,72,68,70,54,60,10,0
2019/1/26,0,18,52,80,88,100,110,102,100,88,92,54,76,52,26,0
2019/1/27,0,36,52,52,76,100,112,128,120,114,102,76,38,32,12,0
2019/1/28,0,14,44,48,72,76,70,56,46,72,90,80,68,54,22,0
2019/1/29,0,16,40,52,74,96,52,64,50,58,72,56,62,66,16,0
2019/1/30,0,24,30,28,60,80,72,62,58,72,60,66,52,52,12,0
2019/1/31,0,16,36,34,80,76,56,60,92,56,36,34,32,28,6,0
2019/2/1,0,10,38,44,48,80,70,52,64,54,96,68,88,74,20,0
2019/2/2,0,24,52,74,96,122,90,100,134,98,122,80,56,42,16,0
2019/2/3,0,18,72,78,82,120,116,88,146,120,96,76,54,42,18,0
2019/2/4,0,16,36,36,64,94,74,66,78,80,68,50,48,50,12,0
2019/2/5,0,22,30,46,76,70,70,50,54,58,68,74,52,54,20,0
2019/2/6,0,10,32,22,34,44,48,42,58,58,88,62,52,56,8,0
2019/2/7,0,20,44,70,74,78,76,54,52,88,66,70,56,58,24,0
2019/2/8,0,22,56,70,82,104,76,72,66,88,98,112,54,26,2,0
2019/2/9,0,46,60,58,82,106,80,70,82,64,76,66,48,40,10,0
2019/2/10,0,16,40,56,92,92,92,102,124,134,122,78,76,36,22,0
2019/2/11,0,30,36,64,48,96,126,106,126,136,96,58,52,38,20,0
2019/2/12,0,12,44,44,92,100,76,62,48,88,80,74,66,32,18,0
2019/2/13,0,16,38,46,78,78,50,72,78,96,102,92,80,70,4,0
2019/2/14,0,14,44,26,82,78,70,50,60,68,78,58,66,78,4,0
2019/2/15,0,12,28,44,70,56,84,64,74,68,70,86,78,56,18,0
2019/2/16,0,12,74,72,82,90,110,100,106,104,116,104,58,62,10,0
2019/2/17,0,6,48,74,86,108,102,108,114,102,108,90,64,62,26,0
2019/2/18,0,28,36,36,84,62,48,60,46,52,60,80,44,52,18,0
2019/2/19,0,26,46,44,78,84,38,52,46,78,52,68,22,36,2,0
2019/2/20,0,38,36,58,78,88,76,46,82,60,58,78,50,44,4,0
2019/2/21,0,18,36,48,56,62,66,70,72,66,72,78,56,64,14,0
2019/2/22,0,28,52,50,68,82,74,60,70,84,80,88,76,58,12,0
2019/2/23,0,26,44,64,118,114,112,102,110,110,116,80,64,36,8,0
2019/2/24,0,34,54,70,82,132,110,134,112,146,106,108,52,38,8,0
2019/2/25,0,32,34,38,66,64,66,48,68,76,70,80,68,70,10,0
2019/2/26,0,14,42,52,94,64,86,66,80,82,66,92,66,48,28,0
2019/2/27,0,12,34,50,62,88,58,86,72,72,102,68,46,54,14,0
2019/2/28,0,24,34,46,32,62,48,28,36,52,54,36,48,62,24,0
2019/3/1,0,10,38,46,58,98,68,52,58,84,74,54,82,54,22,0
2019/3/2,0,48,64,76,112,122,90,94,110,112,126,100,76,74,22,0
2019/3/3,0,24,44,48,54,94,66,70,86,80,68,48,44,32,4,0
2019/3/4,0,10,38,28,48,34,46,52,36,44,46,62,58,48,18,0
2019/3/5,0,24,44,52,90,106,70,78,90,68,64,90,82,76,16,0
2019/3/6,0,26,40,48,74,88,94,62,58,80,68,88,56,46,12,0
2019/3/7,0,22,34,44,40,54,68,36,42,52,44,44,32,48,8,0
2019/3/8,0,18,42,54,78,90,96,56,74,82,84,96,60,62,38,0
2019/3/9,0,18,78,76,120,116,114,78,118,118,120,70,56,56,12,0
2019/3/10,0,28,52,50,104,100,130,110,100,126,70,70,54,26,8,0
2019/3/11,0,18,40,32,56,110,86,56,78,102,104,80,76,36,2,0
2019/3/12,0,22,40,34,76,88,84,72,70,92,72,72,74,52,18,0
2019/3/13,0,22,38,52,66,84,58,48,72,74,84,70,62,60,16,0
2019/3/14,0,28,36,60,72,90,60,46,70,68,80,68,84,80,20,0
2019/3/15,0,22,46,38,82,102,64,40,84,68,84,90,90,60,26,0
2019/3/16,0,20,56,58,128,122,92,120,106,120,104,84,78,60,30,0
2019/3/17,0,24,50,64,82,108,106,128,118,114,90,74,36,48,18,0
2019/3/18,0,10,50,54,68,100,86,56,58,72,86,82,68,62,22,0
2019/3/19,0,26,32,44,82,96,74,66,48,80,66,82,64,58,14,0
2019/3/20,0,18,22,38,56,88,86,80,62,76,78,62,62,56,24,0
2019/3/21,0,22,52,64,92,120,122,78,92,146,84,50,46,46,34,0
2019/3/22,0,24,40,66,82,100,58,74,62,68,74,90,66,62,12,0
2019/3/23,0,28,58,76,100,142,120,104,108,104,110,90,50,60,12,0
2019/3/24,0,42,54,74,90,102,114,122,128,156,102,72,64,54,16,0
2019/3/25,0,20,46,54,60,78,62,68,70,66,70,66,84,66,6,0
2019/3/26,0,20,42,58,96,94,90,50,68,70,68,66,58,40,28,0
2019/3/27,0,18,38,48,88,82,52,70,56,82,64,72,54,52,18,0
2019/3/28,0,20,40,54,56,76,56,64,48,48,66,62,62,66,20,0
2019/3/29,0,34,54,48,72,90,92,66,76,76,58,86,62,60,42,0
2019/3/30,0,40,56,90,76,114,88,110,100,122,90,92,52,22,12,0
2019/3/31,0,28,60,62,78,108,114,134,138,134,114,72,52,40,14,0
2019/4/1,0,10,44,54,42,70,58,76,56,76,54,46,52,30,14,0
2019/4/2,0,20,28,48,76,100,76,68,62,70,76,68,50,66,44,0
2019/4/3,0,24,40,52,70,80,48,70,60,58,70,60,62,64,18,0
2019/4/4,0,20,40,52,62,80,82,48,54,68,76,74,52,58,18,0
2019/4/5,0,14,42,56,54,88,58,76,66,88,68,72,68,92,18,0
2019/4/6,0,24,80,76,118,90,118,106,110,100,110,80,72,64,34,0
2019/4/7,0,24,60,40,106,110,100,102,116,130,126,88,50,62,16,0
2019/4/8,0,16,34,24,76,64,56,76,52,72,70,58,68,52,16,0
2019/4/9,0,20,36,54,84,106,70,68,58,68,86,80,52,46,18,0
2019/4/10,0,12,28,26,58,70,46,46,44,52,60,44,38,32,28,0
2019/4/11,0,14,52,52,84,78,56,48,64,66,82,84,72,62,10,0
2019/4/12,0,26,52,54,80,68,80,68,62,84,90,70,86,54,4,0
2019/4/13,0,30,52,106,114,92,124,88,114,122,130,90,58,48,34,0
2019/4/14,0,38,56,84,86,88,104,104,116,134,116,68,74,40,16,0
2019/4/15,0,26,34,78,70,76,56,50,66,54,80,94,76,54,12,0
2019/4/16,0,20,38,56,84,78,50,70,52,64,100,74,66,56,18,0
2019/4/17,0,10,36,32,92,84,84,68,54,82,90,82,48,62,18,0
2019/4/18,0,14,62,22,60,56,58,50,38,72,80,72,52,72,8,0
2019/4/19,0,18,38,54,70,62,76,62,50,76,96,84,76,48,8,0
2019/4/20,0,24,88,106,130,142,134,128,132,152,132,116,104,70,26,0
2019/4/21,0,22,68,100,138,124,132,170,136,152,106,114,60,68,18,0
2019/4/22,0,38,38,64,70,58,56,86,68,46,110,96,74,60,16,0
2019/4/23,0,20,48,42,88,80,86,76,62,80,72,104,54,56,0,0
2019/4/24,0,26,44,44,50,84,56,64,70,62,70,68,52,42,0,0
2019/4/25,0,16,34,56,44,68,76,60,56,64,46,102,62,70,28,0
2019/4/26,0,20,28,44,88,84,56,62,82,62,60,82,90,44,4,0
2019/4/27,0,14,58,98,90,116,110,82,76,104,90,90,82,64,30,0
2019/4/28,0,38,54,74,86,100,78,90,82,130,132,92,58,58,24,2
2019/4/29,0,20,60,68,82,86,80,128,106,122,112,104,56,28,10,0
2019/4/30,0,16,48,72,108,98,96,74,116,114,44,40,52,32,18,0
2019/5/1,0,22,40,54,88,102,78,102,94,78,50,44,26,26,0,0
2019/5/2,0,24,46,54,58,70,104,96,80,106,104,88,60,56,30,0
2019/5/3,0,20,48,58,78,102,96,118,106,90,98,62,44,40,16,0
2019/5/4,0,26,34,72,74,74,72,82,74,70,90,86,50,52,0,0
2019/5/5,0,16,56,50,84,74,90,142,112,112,100,74,74,40,14,0
2019/5/6,0,20,58,70,86,96,140,134,110,138,104,82,40,14,0,0
2019/5/7,0,22,28,48,68,92,64,48,46,56,80,88,60,42,14,0
2019/5/8,0,20,42,36,72,94,70,62,66,84,70,76,66,54,6,0
2019/5/9,0,14,30,50,62,88,66,56,66,66,64,80,80,68,8,0
2019/5/10,0,22,58,40,86,98,50,64,56,76,66,92,98,62,12,0
2019/5/11,0,16,56,76,92,88,106,96,90,86,102,104,84,66,18,0
2019/5/12,0,26,48,62,108,104,122,102,116,126,102,92,70,42,16,0
2019/5/13,0,22,26,58,58,76,68,64,42,74,60,54,46,68,18,0
2019/5/14,0,16,26,36,50,92,44,54,50,82,68,78,54,30,12,0
2019/5/15,0,22,40,54,58,76,80,58,52,86,72,88,42,52,12,0
2019/5/16,0,22,40,44,80,58,70,68,66,56,78,66,58,44,10,0
2019/5/17,0,14,42,50,60,82,58,76,64,74,88,84,66,70,24,0
2019/5/18,0,24,60,72,96,98,92,114,106,114,88,120,66,60,22,0
2019/5/19,0,28,42,72,84,100,106,116,122,122,104,90,66,48,6,0
2019/5/20,0,18,34,54,74,106,76,60,60,68,64,64,58,52,20,0
2019/5/21,0,18,12,36,42,32,28,32,44,66,76,82,66,64,20,0
2019/5/22,0,24,48,72,80,90,70,38,80,60,84,86,78,46,12,0
2019/5/23,0,24,46,42,66,62,86,62,46,62,68,88,58,70,16,0
2019/5/24,0,30,40,46,88,86,50,54,52,72,82,84,70,74,14,0
2019/5/25,0,24,56,68,78,114,82,58,92,76,92,72,74,58,52,0
2019/5/26,0,32,42,74,60,86,100,62,78,86,84,58,60,54,2,0
2019/5/27,0,14,34,32,64,60,48,50,56,42,62,68,60,42,14,0
2019/5/28,0,8,34,44,62,70,70,52,82,70,92,64,50,30,14,0
2019/5/29,0,12,54,28,68,62,64,70,44,62,84,60,38,32,10,0
2019/5/30,0,16,54,52,68,74,70,44,50,58,72,78,70,58,4,0
2019/5/31,0,22,36,42,60,92,60,76,90,64,74,62,70,36,8,0
2019/6/1,0,18,52,78,80,104,96,82,124,108,100,68,52,82,32,0
2019/6/2,0,18,46,64,80,94,102,136,104,136,82,72,48,54,0,0
2019/6/3,0,22,46,38,52,80,42,50,66,74,64,72,68,66,16,0
2019/6/4,0,20,38,58,54,56,76,72,64,64,70,94,54,38,8,0
2019/6/5,0,8,48,40,54,82,94,54,62,58,64,80,66,48,4,0
2019/6/6,0,10,42,52,60,66,46,52,56,58,72,70,60,46,16,0
2019/6/7,0,4,48,56,60,54,52,48,44,52,50,64,58,26,20,0
2019/6/8,0,20,68,76,100,106,86,90,94,104,108,106,80,56,6,0
2019/6/9,0,18,46,58,92,94,118,142,78,106,78,58,34,40,12,0
2019/6/10,0,18,28,28,38,46,66,32,28,40,46,48,52,46,12,0
2019/6/11,0,24,30,50,70,98,54,54,62,84,110,78,68,48,6,0
2019/6/12,0,20,46,62,78,98,82,54,46,80,90,88,56,38,4,0
2019/6/13,0,28,40,42,72,56,38,62,48,76,72,88,66,46,18,0
2019/6/14,0,18,36,42,76,86,62,52,56,90,86,92,106,76,8,0
2019/6/15,0,22,36,58,66,78,72,72,60,92,68,62,42,52,30,0
2019/6/16,0,28,60,72,108,106,110,98,128,124,128,90,60,50,22,0
2019/6/17,0,20,34,40,56,56,80,72,62,60,64,60,58,54,16,0
2019/6/18,0,24,20,42,72,78,68,50,74,58,74,78,68,56,22,0
2019/6/19,0,18,48,30,64,102,66,64,78,70,82,88,50,36,20,0
2019/6/20,0,16,48,52,80,72,80,50,50,80,74,76,64,42,8,0
2019/6/21,0,16,34,34,80,70,68,58,58,74,68,82,56,72,14,0
2019/6/22,0,20,78,74,104,120,78,68,76,74,76,88,86,56,26,0
2019/6/23,0,32,32,60,84,92,108,104,108,98,108,70,78,58,18,0
2019/6/24,0,16,36,34,32,72,58,44,64,70,84,90,58,38,22,0
2019/6/25,0,8,36,34,66,72,64,48,62,74,56,78,66,72,20,0
2019/6/26,0,12,30,38,56,80,48,46,56,60,90,72,54,54,6,0
2019/6/27,0,22,56,38,58,66,56,68,40,54,58,64,42,36,20,0
2019/6/28,0,16,26,42,42,88,74,50,62,50,64,72,60,64,36,0
2019/6/29,0,24,44,48,90,88,84,116,98,108,96,80,58,38,6,0
2019/6/30,0,10,74,78,72,108,76,76,104,106,52,38,50,40,8,2
2019/7/1,0,10,42,52,30,66,56,40,64,46,70,50,56,58,24,0
2019/7/2,0,14,40,30,56,82,68,62,78,66,74,68,42,52,40,0
2019/7/3,0,14,40,44,66,76,84,50,82,62,58,84,44,38,8,0
2019/7/4,0,10,30,42,52,58,38,40,58,52,52,80,36,36,22,0
2019/7/5,0,2,44,48,72,70,70,48,68,68,86,86,60,56,4,0
2019/7/6,0,20,58,72,98,100,134,78,86,114,80,72,62,66,16,0
2019/7/7,0,6,48,46,84,80,72,82,82,80,78,46,30,28,6,0
2019/7/8,0,8,26,70,58,80,66,62,80,88,80,78,76,44,0,0
2019/7/9,0,22,26,36,84,80,56,42,64,52,78,78,70,60,10,0
2019/7/10,0,24,34,40,70,102,82,60,56,64,68,70,86,66,8,0
2019/7/11,0,24,40,46,92,82,46,64,64,44,60,60,38,48,6,0
2019/7/12,0,26,22,46,66,76,60,62,54,80,70,66,86,62,0,0
2019/7/13,0,30,64,50,118,104,104,122,102,92,70,70,46,48,8,0
2019/7/14,0,14,42,32,66,92,94,74,98,132,86,58,58,50,18,0
2019/7/15,0,22,48,62,100,94,110,126,114,120,98,84,36,46,4,0
2019/7/16,0,22,28,44,46,48,48,42,56,66,58,54,84,46,12,0
2019/7/17,0,10,42,40,76,98,52,48,56,58,84,86,60,38,2,0
2019/7/18,0,16,40,64,70,86,74,54,34,44,66,64,60,44,10,0
2019/7/19,0,16,36,44,46,72,52,50,60,44,50,72,66,50,8,0
2019/7/20,0,28,60,72,80,104,94,98,96,98,74,78,44,64,12,0
2019/7/21,0,22,64,66,84,116,94,82,120,128,102,70,46,36,8,0
2019/7/22,0,14,28,30,84,60,68,64,32,56,58,70,48,72,8,0
2019/7/23,0,16,26,34,66,90,54,50,52,56,72,80,26,56,4,0
2019/7/24,0,16,54,62,40,70,70,60,54,62,76,72,64,40,18,0
2019/7/25,0,12,28,50,52,48,60,34,52,64,76,64,54,48,6,0
2019/7/26,0,20,34,36,42,80,78,42,64,54,88,60,70,46,10,0
2019/7/27,0,24,68,66,92,92,68,80,64,74,78,82,50,34,14,2
2019/7/28,0,18,42,72,78,94,82,74,68,82,78,56,48,30,10,0
2019/7/29,0,14,36,46,54,46,52,56,34,40,62,74,64,46,4,0
2019/7/30,0,6,14,38,58,94,44,42,46,58,76,50,50,30,8,0
2019/7/31,0,16,32,38,44,70,66,50,40,50,56,58,50,40,8,0
2019/8/1,0,6,24,42,48,54,40,44,42,40,40,58,56,26,0,0
2019/8/2,0,22,38,38,34,60,44,20,36,56,70,58,48,38,8,0
2019/8/3,0,28,66,54,76,74,78,58,52,72,100,64,66,42,26,0
2019/8/4,0,24,44,58,66,88,88,66,78,70,70,64,42,34,6,0
2019/8/5,0,18,28,24,42,66,32,28,48,58,34,52,42,66,14,0
2019/8/6,0,20,24,32,48,44,40,36,42,52,60,44,48,40,16,0
2019/8/7,0,8,26,48,52,56,44,42,30,42,48,60,58,42,8,0
2019/8/8,0,16,22,40,48,66,26,26,38,26,50,62,52,46,0,0
2019/8/9,0,22,38,40,46,68,50,46,52,58,38,74,56,58,2,0
2019/8/10,0,24,54,58,56,68,60,54,46,76,86,64,56,40,8,0
2019/8/11,0,16,50,36,70,84,42,56,58,56,52,56,48,46,2,0
2019/8/12,0,14,34,42,42,58,76,48,40,80,46,60,58,42,2,0
2019/8/13,0,12,36,30,58,62,58,34,40,72,52,50,46,18,8,0
2019/8/14,0,14,30,34,50,42,42,44,44,90,58,70,44,28,0,0
2019/8/15,0,8,42,44,66,64,30,38,28,32,52,52,44,58,4,0
2019/8/16,0,16,28,46,66,86,76,52,40,84,52,56,52,50,14,0
2019/8/17,0,14,56,70,58,76,40,68,48,58,80,70,64,42,10,0
2019/8/18,0,30,44,42,70,72,86,70,66,98,76,58,50,30,0,0
2019/8/19,0,18,22,44,82,72,46,34,44,38,62,44,66,54,10,0
2019/8/20,0,10,22,42,48,68,48,52,52,18,34,72,52,40,12,0
2019/8/21,0,10,38,52,58,74,66,46,64,38,64,36,52,22,8,0
2019/8/22,0,18,38,34,50,72,62,42,40,60,62,66,44,38,6,0
2019/8/23,0,16,40,26,42,78,34,34,34,48,56,78,54,40,0,0
2019/8/24,0,28,58,82,64,74,76,68,94,90,98,68,46,36,4,0
2019/8/25,0,22,58,56,80,86,106,90,90,102,92,70,42,38,2,0
2019/8/26,0,10,38,48,74,70,64,58,54,48,80,86,52,32,0,0
2019/8/27,0,14,24,42,74,98,58,62,60,46,86,40,62,34,4,0
2019/8/28,0,8,42,48,44,48,62,52,40,50,86,62,56,42,10,0
2019/8/29,0,30,44,36,40,40,68,56,64,74,76,72,64,46,0,0
2019/8/30,0,10,40,44,56,72,54,62,58,66,88,76,62,56,4,0
2019/8/31,0,18,60,64,78,84,76,68,86,112,108,94,42,52,4,0
2019/9/1,0,24,44,56,74,94,92,92,100,114,82,64,36,50,14,0
2019/9/2,0,8,28,44,46,74,60,32,54,52,58,58,46,44,4,0
2019/9/3,0,16,38,50,34,64,46,46,72,54,56,38,38,20,2,0
2019/9/4,0,18,42,46,70,98,66,40,52,58,40,54,54,38,6,0
2019/9/5,0,18,42,40,52,72,54,46,40,52,54,44,52,48,26,0
2019/9/6,0,8,24,34,54,56,42,36,40,54,66,66,80,38,10,0
2019/9/7,0,14,66,80,78,106,68,88,88,80,92,70,58,34,8,0
2019/9/8,0,18,50,68,58,84,88,62,90,78,64,48,20,26,8,0
2019/9/9,0,14,34,42,42,50,54,36,44,50,36,64,52,52,14,0
2019/9/10,0,16,20,44,44,56,52,28,52,32,56,66,52,46,10,0
2019/9/11,0,14,38,40,50,78,62,42,62,56,32,44,42,42,12,0
2019/9/12,0,10,38,68,36,72,42,44,34,48,76,40,72,50,10,0
2019/9/13,0,16,30,32,56,92,78,46,68,80,70,88,72,54,10,0
2019/9/14,0,22,48,70,90,88,98,76,92,96,92,68,54,44,6,0
2019/9/15,0,28,28,46,54,74,74,74,108,98,86,56,64,52,16,0
2019/9/16,0,22,36,32,72,74,94,88,88,94,80,76,36,28,6,0
2019/9/17,0,20,48,48,60,48,58,34,46,60,68,50,42,64,12,0
2019/9/18,0,16,48,46,44,64,42,38,44,50,36,64,36,18,14,0
2019/9/19,0,24,26,54,68,68,42,62,46,58,102,66,56,50,20,0
2019/9/20,0,14,56,54,62,70,54,50,68,78,94,78,64,46,10,0
2019/9/21,0,22,58,80,84,94,92,66,98,98,70,74,72,46,24,0
2019/9/22,0,20,34,60,88,84,86,76,82,92,64,46,32,32,2,0
2019/9/23,0,24,44,52,50,72,60,78,96,92,86,62,32,54,6,0
2019/9/24,0,12,18,40,78,62,68,44,30,36,100,60,38,52,2,0
2019/9/25,0,10,28,26,62,82,44,60,68,54,74,56,48,46,2,0
2019/9/26,0,22,36,58,74,42,66,50,34,64,58,70,48,34,10,0
2019/9/27,0,14,30,38,58,62,68,62,40,70,42,58,68,60,12,0
2019/9/28,0,20,58,60,74,100,92,98,92,88,64,58,42,42,10,0
2019/9/29,0,16,44,66,92,66,116,76,98,114,68,58,44,40,14,0
2019/9/30,0,28,36,36,80,82,40,50,62,72,68,66,44,30,2,0
2019/10/1,0,12,20,44,52,62,60,42,44,54,54,56,66,34,10,0
2019/10/2,0,20,26,36,44,64,46,46,52,58,42,58,52,38,12,0
2019/10/3,0,10,40,54,56,66,78,58,28,52,54,60,50,46,2,0
2019/10/4,0,18,34,48,56,56,56,48,44,46,54,74,60,52,8,0
2019/10/5,0,26,58,58,62,96,94,88,80,84,62,58,42,56,22,0
2019/10/6,0,18,38,46,58,60,98,66,74,72,98,68,30,50,4,0
2019/10/7,0,14,26,36,54,58,46,60,62,52,50,46,42,50,2,0
2019/10/8,0,14,36,30,52,66,64,54,66,54,50,54,52,46,2,0
2019/10/9,0,16,38,42,72,82,66,70,52,76,50,76,58,46,2,0
2019/10/10,0,18,18,54,80,94,58,50,70,84,76,60,42,42,0,0
2019/10/11,0,22,56,70,96,104,108,90,104,78,68,30,0,0,0,0
2019/10/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/10/13,0,28,54,64,106,88,132,104,130,144,142,120,52,18,20,0
2019/10/14,0,14,36,72,76,102,66,90,92,108,76,60,56,48,2,0
2019/10/15,0,14,24,34,66,90,52,40,60,78,60,74,62,66,34,0
2019/10/16,0,12,34,62,62,82,68,58,72,70,60,80,54,32,6,0
2019/10/17,0,12,36,36,46,72,60,52,34,50,58,54,60,46,16,0
2019/10/18,0,18,32,44,72,72,78,42,54,54,44,88,56,34,10,0
2019/10/19,0,24,52,64,80,92,110,94,86,98,96,96,48,42,8,2
2019/10/20,0,18,42,68,72,98,84,126,98,128,130,96,40,24,8,0
2019/10/21,0,8,48,46,54,74,72,66,66,58,108,62,62,52,6,0
2019/10/22,0,10,26,54,40,66,62,72,76,74,58,44,40,50,2,0
2019/10/23,0,14,40,28,54,78,62,68,68,86,56,72,52,44,14,0
2019/10/24,0,16,36,60,66,64,46,52,48,58,54,56,58,34,2,0
2019/10/25,0,14,34,42,42,44,50,30,26,30,56,64,52,52,12,0
2019/10/26,0,14,58,74,82,94,114,78,86,100,106,88,52,48,26,0
